ActivityID,certification_name,slots_offered,volunteers_signed_up
21216,Land Steward,3,2
21216,Staff,1,0
21216,Volunteer Steward,3,1
21217,Staff,1,0
21217,Volunteer Steward,5,4
21218,Staff,1,0
21218,Volunteer Steward,5,2
21226,Trainee,3,1
21229,Trail Guide,7,7
21233,Trail Boss,2,2
21236,NULL,2,2
21267,Volunteer Steward,2,2
21269,Volunteer Steward,3,3
21271,Staff,1,0
21271,Trail Guide,3,1
21271,Trainee,2,0
21273,Volunteer Steward,1,1
21274,Camera Trap,2,0
21277,Land Steward,1,1
21286,Staff,1,0
21286,Trail Guide,3,0
21286,Trainee,2,0
21298,Volunteer Steward,4,2
21299,Volunteer Steward,4,1
21300,Volunteer Steward,4,2
21301,Staff,1,1
21301,Volunteer Steward,3,0
21302,Volunteer Steward,4,2
21303,Volunteer Steward,4,2
21304,Volunteer Steward,4,2
21305,Trainee,2,0
21305,Volunteer Steward,2,2
21306,Trainee,2,0
21306,Volunteer Steward,2,2
21307,Trainee,2,1
21307,Volunteer Steward,2,2
21308,Trainee,2,1
21308,Volunteer Steward,2,2
21309,Trainee,2,0
21309,Volunteer Steward,2,1
21323,Volunteer Steward,2,1
21325,Volunteer Steward,2,2
21326,Volunteer Steward,2,2
21327,Volunteer Steward,2,1
21328,Volunteer Steward,2,1
21329,Trainee,1,0
21329,Volunteer Steward,1,1
21330,Staff,1,1
21330,Volunteer Steward,2,1
21331,Trainee,1,1
21331,Volunteer Steward,2,1
21333,Trainee,2,0
21333,Volunteer Steward,2,1
21334,Trainee,3,2
21334,Volunteer Steward,2,1
21335,Staff,1,1
21335,Trainee,10,7
21335,Volunteer Steward,4,1
21442,Trail Guide,1,1
21471,Driver - Regular,1,1
21471,Land Steward,2,2
21471,Staff,2,0
21473,Driver - Regular,1,1
21473,Land Steward,3,1
21473,Staff,2,0
21473,Volunteer Steward,3,0
21474,Land Steward,5,1
21474,Staff,1,0
21474,Volunteer Steward,5,0
21476,Driver - Regular,1,1
21476,Land Steward,1,1
21476,Staff,1,0
21477,Driver - Regular,1,1
21477,Land Steward,1,1
21477,Staff,2,0
21478,Land Steward,2,1
21478,Staff,2,1
21478,Volunteer Steward,2,0
21479,Driver - Regular,1,1
21479,Land Steward,2,0
21479,Staff,1,0
21479,Trainee,2,2
21479,Volunteer Steward,2,0
21490,Staff,0,0
21490,Volunteer Steward,3,3
21493,Volunteer Steward,2,2
21522,Trainee,9,9
21522,Transition,39,38
21526,Docent,1,1
21539,NULL,2,2
21540,Camera Trap,2,2
21541,Camera Trap,2,2
21561,Staff,2,1
21585,Staff,1,1
21617,Staff,3,1
21617,Volunteer Steward,8,8
21725,Land Steward,2,1
21740,Volunteer Steward,2,1
21741,Land Steward,2,2
21742,Volunteer Steward,3,3
21804,Trail Guide,9,10
21805,Trainee,3,1
21821,Staff,1,0
21821,Trail Guide,3,3
21821,Trainee,2,1
21823,Staff,1,0
21823,Trail Guide,3,2
21823,Trainee,2,0
21824,Staff,1,0
21824,Trail Guide,3,3
21824,Trainee,2,0
21829,Trail Boss,3,1
21831,Trail Boss,3,1
21834,Trail Guide,1,1
21843,Staff,1,1
21864,Camera Trap,2,2
21865,Camera Trap,2,2
21867,Camera Trap,2,2
21868,Camera Trap,2,2
21869,Camera Trap,3,3
21879,Camera Trap,2,2
21880,Camera Trap,2,2
21881,Camera Trap,2,2
21882,Camera Trap,2,2
21883,Camera Trap,2,2
21884,Camera Trap,2,2
21885,Camera Trap,2,2
21887,Staff,1,1
21888,Camera Trap,2,2
21889,Camera Trap,2,2
21890,Camera Trap,2,2
21891,Camera Trap,1,1
21892,Camera Trap,1,1
21893,Staff,1,1
21895,Camera Trap,3,3
21896,Camera Trap,2,2
21897,Camera Trap,2,2
21898,Camera Trap,2,2
21899,Camera Trap,2,2
21900,Camera Trap,2,2
21902,Camera Trap,2,2
21903,Camera Trap,3,3
21904,Camera Trap,2,2
21905,Camera Trap,2,2
21906,Camera Trap,2,2
21907,Camera Trap,1,1
21908,Camera Trap,2,2
21910,Camera Trap,1,1
21911,Camera Trap,1,1
21912,Camera Trap,1,1
21913,Camera Trap,1,1
21914,Camera Trap,1,1
21915,Camera Trap,1,1
21917,Camera Trap,3,3
21919,Camera Trap,3,3
21921,Camera Trap,3,3
21940,Trail Guide,1,1
21948,Volunteer Steward,1,1
21949,Volunteer Steward,1,1
21962,Land Steward,2,1
21986,Docent,2,0
21986,Land Steward,2,1
21986,Trail Guide,2,0
21987,Docent,2,0
21987,Land Steward,2,1
21987,Trail Guide,2,0
21988,Docent,2,0
21988,Land Steward,2,1
21988,Trail Guide,2,0
21989,Docent,2,0
21989,Land Steward,2,1
21989,Trail Guide,2,0
22005,Docent,2,0
22005,Land Steward,2,1
22005,Trail Guide,2,0
22008,Staff,1,1
22008,Trail Guide,4,4
22008,Trainee,16,16
22009,Staff,1,1
22009,Trail Guide,4,4
22009,Trainee,15,15
22012,Staff,1,0
22012,Trail Guide,3,1
22012,Trainee,2,0
22016,Volunteer Steward,2,3
22031,Staff,1,1
22031,Volunteer Steward,13,7
22061,Staff,2,0
22061,Trail Guide,3,0
22061,Trainee,20,18
22063,Land Steward,3,1
22063,Volunteer Steward,4,0
22064,Land Steward,3,1
22064,Volunteer Steward,4,1
22066,Land Steward,3,0
22066,Volunteer Steward,4,0
22067,Land Steward,3,0
22067,Volunteer Steward,4,0
22068,Staff,2,0
22068,Trail Guide,3,0
22068,Trainee,20,16
22069,Staff,2,1
22069,Trail Guide,3,0
22069,Trainee,20,17
22072,Volunteer Steward,1,1
22185,Land Steward,2,2
22200,Camera Trap,1,1
22201,Camera Trap,2,2
22203,Camera Trap,2,2
22204,Camera Trap,2,2
22205,Camera Trap,3,3
22206,Camera Trap,2,2
22214,Volunteer Steward,2,2
22217,Volunteer Steward,1,1
22229,Trail Guide,3,2
22229,Trainee,3,0
22230,Staff,1,0
22230,Trail Guide,3,1
22230,Trainee,2,3
22232,Staff,1,0
22232,Trail Guide,3,1
22232,Trainee,2,0
22233,Staff,1,0
22233,Trail Guide,3,2
22233,Trainee,2,0
22234,Staff,1,0
22234,Trail Guide,5,4
22234,Trainee,2,0
22235,Staff,1,0
22235,Trail Guide,3,1
22235,Trainee,2,0
22236,Docent,7,7
22236,Staff,1,0
22236,Trail Guide,7,5
22238,Trail Guide,3,1
22238,Trainee,3,0
22239,Staff,1,0
22239,Trail Guide,3,1
22239,Trainee,2,2
22240,Staff,1,0
22240,Trail Guide,3,1
22240,Trainee,2,0
22241,Staff,2,1
22241,Trail Guide,5,5
22241,Trainee,2,2
22243,Staff,1,1
22243,Trail Guide,3,1
22243,Trainee,2,0
22244,Staff,1,0
22244,Trail Guide,3,3
22244,Trainee,2,1
22245,Staff,1,0
22245,Trail Guide,3,2
22245,Trainee,2,0
22246,Staff,1,0
22246,Trail Guide,3,3
22246,Trainee,2,1
22247,Staff,1,0
22247,Trail Guide,3,1
22247,Trainee,2,0
22249,Trail Guide,3,0
22249,Trainee,3,0
22250,Staff,3,0
22250,Trail Guide,3,4
22250,Trainee,3,0
22252,Staff,1,0
22252,Trail Guide,3,3
22252,Trainee,2,2
22253,Staff,1,0
22253,Trail Guide,6,6
22253,Trainee,2,1
22254,Staff,1,0
22254,Trail Guide,3,1
22254,Trainee,2,0
22255,Staff,1,0
22255,Trail Guide,3,3
22255,Trainee,2,0
22256,Staff,2,0
22256,Trail Guide,3,2
22256,Trainee,3,0
22257,Staff,1,0
22257,Trail Guide,3,0
22257,Trainee,2,0
22258,Staff,3,1
22258,Trail Guide,3,3
22265,Volunteer Steward,1,1
22297,Docent,1,1
22300,Volunteer Steward,3,3
22301,Land Steward,1,1
22316,NULL,3,1
22316,Volunteer Steward,3,3
22316,Volunteer Steward,3,1
22317,Volunteer Steward,3,3
22327,Trail Boss,1,1
22332,Trail Guide,9,7
22340,Land Steward,2,1
22340,Volunteer Steward,2,0
22399,Volunteer Steward,2,1
22400,Volunteer Steward,1,1
22416,Staff,3,2
22416,Trail Boss,3,1
22416,Trail Guide,8,1
22416,Trainee,10,6
22416,Volunteer Steward,8,0
22424,Volunteer Steward,3,3
22426,Volunteer Steward,1,2
22435,Trail Guide,1,1
22458,Volunteer Steward,1,1
22513,Trainee,15,8
22513,Transition,15,5
22523,Fire Watch,2,2
22537,Staff,1,0
22537,Trail Guide,3,3
22537,Trainee,2,0
22538,Staff,1,0
22538,Trail Guide,3,2
22538,Trainee,2,0
22539,Staff,1,0
22539,Trail Guide,3,2
22539,Trainee,2,0
22540,Staff,1,0
22540,Trail Guide,3,1
22540,Trainee,2,0
22541,Staff,1,0
22541,Trail Guide,3,2
22541,Trainee,2,0
22543,Staff,1,0
22543,Trail Guide,3,3
22543,Trainee,2,1
22544,Trail Guide,2,2
22545,Staff,1,0
22545,Trail Guide,3,2
22545,Trainee,2,0
22548,Staff,1,0
22548,Trail Guide,3,3
22548,Trainee,2,1
22549,Staff,1,0
22549,Trail Guide,3,2
22549,Trainee,2,0
22550,Staff,1,0
22550,Trail Guide,3,3
22550,Trainee,2,1
22551,Staff,1,0
22551,Trail Guide,3,1
22551,Trainee,2,0
22552,Staff,1,0
22552,Trail Guide,4,3
22552,Trainee,2,0
22553,Staff,1,0
22553,Trail Guide,8,6
22553,Trainee,2,1
22554,Staff,1,0
22554,Trail Guide,3,2
22554,Trainee,2,1
22555,Staff,1,0
22555,Trail Guide,3,2
22555,Trainee,2,0
22556,Staff,1,0
22556,Trail Guide,3,2
22556,Trainee,2,0
22557,Staff,1,0
22557,Trail Guide,3,1
22557,Trainee,2,0
22558,Staff,1,0
22558,Trail Guide,3,1
22558,Trainee,2,0
22559,Staff,1,0
22559,Trail Guide,3,2
22559,Trainee,2,0
22560,Staff,1,1
22560,Trail Guide,3,1
22560,Trainee,2,0
22563,Staff,1,0
22563,Trail Guide,4,0
22563,Trainee,2,0
22565,Staff,1,0
22565,Trail Guide,4,0
22565,Trainee,2,0
22569,Staff,1,0
22569,Trail Guide,8,7
22569,Trainee,2,0
22570,Staff,1,0
22570,Trail Guide,8,8
22570,Trainee,2,0
22571,Staff,1,0
22571,Trail Guide,8,7
22571,Trainee,2,0
22572,Staff,1,0
22572,Trail Guide,8,6
22572,Trainee,2,1
22573,Staff,1,0
22573,Trail Guide,8,8
22573,Trainee,2,1
22574,Staff,1,0
22574,Trail Guide,8,6
22574,Trainee,2,0
22575,Staff,1,0
22575,Trail Guide,8,7
22575,Trainee,2,0
22576,Staff,1,0
22576,Trail Guide,8,5
22576,Trainee,2,0
22577,Staff,1,0
22577,Trail Guide,8,8
22577,Trainee,2,1
22578,Staff,1,0
22578,Trail Guide,4,0
22578,Trainee,2,0
22579,Staff,1,0
22579,Trail Guide,3,1
22579,Trainee,2,0
22580,Staff,1,0
22580,Trail Guide,3,0
22580,Trainee,2,0
22581,Staff,1,0
22581,Trail Guide,3,1
22581,Trainee,2,0
22582,Staff,1,1
22582,Trail Guide,3,1
22582,Trainee,2,1
22583,Staff,1,0
22583,Trail Guide,3,1
22583,Trainee,2,1
22584,Staff,1,1
22584,Trail Guide,3,2
22584,Trainee,2,0
22585,Staff,1,0
22585,Trail Guide,3,1
22585,Trainee,2,0
22586,Staff,1,0
22586,Trail Guide,4,4
22586,Trainee,2,0
22587,Staff,1,0
22587,Trail Guide,3,3
22587,Trainee,2,0
22588,Staff,1,1
22588,Trail Guide,8,8
22588,Trainee,2,0
22589,Staff,1,0
22589,Trail Guide,8,6
22589,Trainee,2,0
22590,Staff,1,0
22590,Trail Guide,8,8
22590,Trainee,2,1
22591,Staff,1,0
22591,Trail Guide,5,4
22591,Trainee,2,0
22592,Staff,1,0
22592,Trail Guide,5,5
22592,Trainee,2,0
22593,Staff,1,0
22593,Trail Guide,5,4
22593,Trainee,2,1
22597,Staff,1,0
22597,Trail Guide,6,6
22597,Trainee,2,1
22598,Staff,1,0
22598,Trail Guide,6,4
22598,Trainee,2,0
22599,Staff,1,0
22599,Trail Guide,6,4
22599,Trainee,2,0
22600,Staff,1,0
22600,Trail Guide,6,3
22600,Trainee,2,0
22601,Staff,1,1
22601,Trail Guide,6,5
22601,Trainee,2,0
22602,Staff,1,0
22602,Trail Guide,6,4
22602,Trainee,2,1
22603,Staff,1,0
22603,Trail Guide,6,3
22603,Trainee,2,0
22605,Staff,1,0
22605,Trail Guide,6,6
22605,Trainee,2,0
22606,Staff,1,0
22606,Trail Guide,6,5
22606,Trainee,2,0
22607,Staff,1,0
22607,Trail Guide,6,4
22607,Trainee,2,0
22608,Staff,1,0
22608,Trail Guide,6,4
22608,Trainee,2,0
22609,Staff,1,0
22609,Trail Guide,6,4
22609,Trainee,2,0
22610,Staff,1,0
22610,Trail Guide,3,1
22610,Trainee,2,0
22611,Staff,1,0
22611,Trail Guide,3,3
22611,Trainee,2,0
22612,Staff,1,0
22612,Trail Guide,3,2
22612,Trainee,2,0
22613,Staff,2,1
22613,Trail Guide,3,2
22613,Trainee,2,0
22614,Staff,1,0
22614,Trail Guide,3,2
22614,Trainee,2,0
22615,Staff,1,1
22615,Trail Guide,3,2
22615,Trainee,2,1
22616,Staff,1,0
22616,Trail Guide,3,3
22616,Trainee,2,0
22617,Staff,1,0
22617,Trail Guide,3,2
22617,Trainee,2,1
22618,Staff,1,0
22618,Trail Guide,3,2
22618,Trainee,2,0
22619,Staff,1,0
22619,Trail Guide,3,2
22619,Trainee,2,0
22620,Staff,1,0
22620,Trail Guide,3,2
22620,Trainee,2,0
22621,Staff,1,0
22621,Trail Guide,3,2
22621,Trainee,2,0
22622,Staff,1,0
22622,Trail Guide,3,2
22622,Trainee,2,0
22623,Staff,1,0
22623,Trail Guide,3,1
22623,Trainee,2,0
22624,Staff,1,0
22624,Trail Guide,3,3
22624,Trainee,2,0
22631,Staff,2,0
22631,Trail Guide,7,3
22631,Trainee,4,0
22632,Staff,2,0
22632,Trail Guide,7,3
22632,Trainee,4,0
22633,Staff,2,0
22633,Trail Guide,7,4
22633,Trainee,4,0
22640,Staff,1,0
22640,Trail Guide,3,2
22640,Trainee,2,0
22641,Staff,1,0
22641,Trail Guide,3,3
22641,Trainee,2,0
22642,Staff,1,0
22642,Trail Guide,3,3
22642,Trainee,2,0
22643,Staff,1,0
22643,Trail Guide,3,2
22643,Trainee,2,0
22644,Staff,1,0
22644,Trail Guide,3,2
22644,Trainee,2,1
22645,Staff,1,0
22645,Trail Guide,3,3
22645,Trainee,2,0
22646,Staff,1,0
22646,Trail Guide,3,1
22646,Trainee,2,0
22647,Staff,1,0
22647,Trail Guide,3,1
22647,Trainee,2,0
22648,Staff,1,1
22648,Trail Guide,3,0
22648,Trainee,2,0
22649,Staff,1,0
22649,Trail Guide,3,2
22649,Trainee,2,0
22650,Staff,1,0
22650,Trail Guide,3,2
22650,Trainee,2,0
22651,Staff,1,0
22651,Trail Guide,3,2
22651,Trainee,2,0
22652,Staff,1,1
22652,Trail Guide,3,1
22652,Trainee,2,0
22660,Staff,1,0
22660,Trail Guide,3,1
22660,Trainee,2,1
22661,Staff,1,0
22661,Trail Guide,3,2
22661,Trainee,2,0
22662,Staff,1,0
22662,Trail Guide,3,1
22662,Trainee,2,0
22663,Staff,1,0
22663,Trail Guide,3,1
22663,Trainee,2,0
22664,Staff,1,0
22664,Trail Guide,3,2
22664,Trainee,2,0
22666,Staff,1,0
22666,Trail Guide,3,1
22666,Trainee,2,0
22668,Staff,1,0
22668,Trail Guide,3,0
22668,Trainee,2,0
22677,Staff,1,0
22677,Trail Guide,3,2
22677,Trainee,2,0
22680,Staff,1,0
22680,Trail Guide,3,2
22680,Trainee,2,0
22681,Staff,1,0
22681,Trail Guide,4,4
22681,Trainee,2,0
22682,Trail Guide,1,0
22682,Trainee,2,2
22683,Staff,1,0
22683,Trail Guide,5,1
22683,Trainee,2,0
22687,Trail Guide,1,0
22687,Trainee,2,1
22688,Trail Guide,1,1
22688,Trainee,2,0
22689,Staff,1,0
22689,Trail Guide,5,3
22689,Trainee,2,0
22690,Staff,1,0
22690,Trail Guide,5,2
22690,Trainee,2,0
22708,Trail Boss,3,2
22728,Staff,1,0
22728,Trail Guide,5,5
22728,Trainee,2,0
22729,Staff,1,0
22729,Trail Guide,5,5
22729,Trainee,2,2
22730,Trail Guide,4,4
22730,Trainee,2,0
22737,Staff,1,0
22737,Trail Guide,3,2
22737,Trainee,2,0
22739,Staff,1,0
22739,Trail Guide,3,1
22739,Trainee,2,0
22744,Staff,1,0
22744,Trail Guide,5,5
22744,Trainee,2,0
22745,Staff,1,0
22745,Trail Guide,5,1
22745,Trainee,2,0
22748,Staff,1,0
22748,Trail Guide,3,1
22748,Trainee,2,0
22749,Staff,1,0
22749,Trail Guide,3,2
22749,Trainee,2,0
22752,Staff,1,0
22752,Trail Guide,3,2
22752,Trainee,2,0
22753,Staff,1,0
22753,Trail Guide,3,3
22753,Trainee,2,0
22754,Staff,1,0
22754,Trail Guide,5,3
22754,Trainee,2,0
22755,Staff,1,0
22755,Trail Guide,3,3
22755,Trainee,2,2
22762,Staff,1,0
22762,Trail Guide,5,3
22762,Trainee,2,0
22763,Staff,1,0
22763,Trail Guide,5,2
22763,Trainee,2,0
22764,Staff,1,0
22764,Trail Guide,5,5
22764,Trainee,2,0
22765,Staff,1,0
22765,Trail Guide,5,4
22765,Trainee,2,0
22766,NULL,3,0
22766,Staff,1,0
22766,Trail Guide,5,4
22766,Trainee,2,0
22767,Staff,1,0
22767,Trail Guide,5,3
22767,Trainee,2,0
22768,Staff,1,0
22768,Trail Guide,5,3
22768,Trainee,2,0
22769,Staff,1,0
22769,Trail Guide,5,4
22769,Trainee,2,0
22770,Staff,1,0
22770,Trail Guide,5,5
22770,Trainee,2,0
22771,Staff,1,0
22771,Trail Guide,5,3
22771,Trainee,2,0
22772,Staff,1,0
22772,Trail Guide,5,3
22772,Trainee,2,0
22773,Staff,1,0
22773,Trail Guide,5,4
22773,Trainee,2,0
22774,Staff,1,0
22774,Trail Guide,5,3
22774,Trainee,2,0
22776,Staff,1,1
22776,Trail Guide,3,2
22776,Trainee,2,0
22777,Staff,1,0
22777,Trail Guide,3,1
22777,Trainee,2,0
22778,Staff,1,0
22778,Trail Guide,3,1
22778,Trainee,2,0
22796,Staff,3,0
22796,Volunteer Steward,8,2
22797,Trail Guide,5,5
22797,Trainee,2,0
22799,Volunteer Steward,4,4
22807,Staff,1,0
22807,Trail Guide,4,4
22807,Trainee,2,0
22811,Staff,1,0
22811,Trail Guide,3,2
22811,Trainee,2,2
22812,Staff,1,1
22813,Staff,1,0
22813,Trail Guide,4,4
22813,Trainee,2,0
22814,Staff,1,0
22814,Trail Guide,5,5
22814,Trainee,2,0
22816,Staff,1,0
22816,Trail Guide,4,3
22816,Trainee,2,2
22817,Staff,1,0
22817,Trail Guide,3,3
22817,Trainee,2,1
22820,Land Steward,3,1
22820,Volunteer Steward,4,0
22821,Driver - Diesel,2,2
22821,Driver - Regular,1,1
22821,Trail Guide,2,2
22823,Driver - Diesel,2,2
22823,Driver - Regular,1,1
22823,Trail Guide,3,2
22824,Driver - Diesel,2,2
22824,Driver - Regular,1,1
22824,Trail Guide,1,1
22825,Driver - Diesel,1,0
22825,Driver - Regular,1,1
22825,Trail Guide,3,3
22826,Driver - Diesel,1,1
22826,Driver - Regular,1,1
22826,Trail Guide,2,2
22826,Trail Guide,1,1
22826,Trainee,1,1
22827,Driver - Diesel,1,1
22827,Driver - Regular,1,1
22827,Trail Guide,1,1
22827,Trainee,1,1
22830,Staff,1,0
22830,Trail Guide,3,3
22830,Trainee,2,1
22831,Staff,1,0
22831,Trail Guide,3,2
22831,Trainee,2,1
22832,Staff,1,0
22832,Trail Guide,4,4
22832,Trainee,2,2
22834,Trail Guide,3,2
22834,Trainee,2,0
22836,Trail Guide,3,1
22836,Trainee,2,0
22837,Staff,1,0
22837,Trail Guide,3,1
22837,Trainee,2,0
22839,Trail Guide,3,1
22839,Trainee,2,0
22840,Staff,1,0
22840,Trail Guide,3,1
22840,Trainee,2,0
22841,Staff,1,0
22841,Trail Guide,3,2
22841,Trainee,2,0
22849,Staff,1,0
22849,Trail Guide,5,4
22849,Trainee,2,0
22850,Staff,1,0
22850,Trail Guide,5,5
22850,Trainee,2,0
22851,Staff,1,0
22851,Trail Guide,5,5
22851,Trainee,2,2
22852,Staff,1,0
22852,Trail Guide,6,6
22852,Trainee,2,0
22853,Staff,1,0
22853,Trail Guide,5,5
22853,Trainee,2,1
22854,Staff,1,0
22854,Trail Guide,5,5
22854,Trainee,2,1
22855,Staff,1,0
22855,Trail Guide,5,3
22855,Trainee,2,0
22856,Staff,1,0
22856,Trail Guide,5,5
22856,Trainee,2,1
22857,Staff,1,0
22857,Trail Guide,5,4
22857,Trainee,2,0
22858,Staff,1,0
22858,Trail Guide,5,6
22858,Trainee,2,1
22859,Staff,1,0
22859,Trail Guide,6,6
22859,Trainee,2,0
22860,Staff,1,0
22860,Trail Guide,5,3
22860,Trainee,2,0
22864,Staff,1,0
22864,Trail Guide,3,3
22864,Trainee,2,0
22868,Staff,1,1
22868,Trail Guide,3,0
22868,Trainee,2,1
22869,Staff,1,0
22869,Trail Guide,3,1
22869,Trainee,2,1
22870,Staff,1,0
22870,Trail Guide,3,2
22870,Trainee,2,1
22871,Staff,1,0
22871,Trail Guide,3,2
22871,Trainee,2,2
22872,Staff,1,0
22872,Trail Guide,3,2
22872,Trainee,2,0
22873,Staff,1,0
22873,Trail Guide,3,3
22873,Trainee,2,2
22875,Staff,1,0
22875,Trail Guide,3,1
22875,Trainee,2,0
22886,Staff,2,1
22886,Trail Guide,4,4
22886,Trainee,2,0
22887,Volunteer Steward,1,1
22889,Staff,1,1
22899,Staff,1,0
22899,Trail Guide,3,2
22899,Trainee,2,0
22901,Staff,1,0
22901,Trail Guide,3,3
22901,Trainee,2,0
22903,Docent,1,1
22904,Staff,1,0
22904,Trail Guide,6,2
22904,Trainee,2,0
22905,Staff,1,0
22905,Trail Guide,5,4
22905,Trainee,2,0
22906,Staff,1,0
22906,Trail Guide,5,3
22906,Trainee,2,0
22907,Staff,1,0
22907,Trail Guide,5,3
22907,Trainee,2,0
22908,Staff,1,0
22908,Trail Guide,3,1
22908,Trainee,2,0
22925,Trail Guide,1,1
22934,Staff,1,0
22934,Trail Guide,4,3
22934,Trainee,2,0
22943,Staff,1,0
22943,Trail Guide,4,4
22943,Trainee,2,0
22957,Trail Guide,2,2
22966,Docent,1,1
22969,Volunteer Steward,3,3
22970,Volunteer Steward,1,1
22972,Volunteer Steward,3,3
22973,Staff,1,0
22973,Trail Guide,3,1
22973,Trainee,2,0
22974,Staff,1,0
22974,Trail Guide,3,3
22974,Trainee,2,0
22975,Volunteer Steward,2,1
22976,Volunteer Steward,1,1
22977,Staff,1,0
22977,Trail Guide,4,4
22977,Trainee,2,1
22978,Trail Guide,4,4
23082,Volunteer Steward,1,1
23090,Lead Land Steward,1,1
23098,Trail Guide,9,8
23100,Volunteer Steward,3,4
23101,Volunteer Steward,3,3
23102,Lead Land Steward,1,1
23103,Camera Trap,2,2
23104,Camera Trap,2,2
23105,Camera Trap,2,2
23106,Camera Trap,2,2
23107,Camera Trap,2,2
23108,Camera Trap,2,2
23109,Camera Trap,2,2
23117,NULL,3,0
23117,Driver - Diesel,1,1
23117,Trail Boss,5,0
23117,Trail Guide,3,1
23117,Trainee,5,3
23117,Volunteer Steward,3,1
23120,Staff,1,1
23120,Trail Boss,1,1
23120,Trail Guide,4,4
23120,Trainee,0,0
23120,Volunteer Steward,1,1
23127,Staff,1,1
23127,Trail Boss,3,1
23127,Trail Guide,3,1
23223,Land Steward,3,1
23223,Staff,1,0
23223,Volunteer Steward,3,1
23224,Land Steward,3,1
23224,Staff,1,0
23224,Volunteer Steward,3,1
23225,Land Steward,3,1
23225,Staff,2,1
23225,Volunteer Steward,3,2
23227,Land Steward,3,1
23227,Staff,1,0
23227,Volunteer Steward,3,1
23228,Land Steward,3,2
23228,Staff,1,0
23228,Volunteer Steward,3,0
23229,Land Steward,3,1
23229,Staff,1,1
23229,Volunteer Steward,3,0
23230,Land Steward,1,0
23230,Staff,1,0
23230,Volunteer Steward,1,0
23231,Land Steward,1,1
23231,Staff,1,0
23231,Volunteer Steward,1,0
23233,Land Steward,1,0
23233,Staff,1,0
23233,Volunteer Steward,1,0
23234,Land Steward,3,1
23234,Staff,1,0
23234,Volunteer Steward,3,0
23235,Land Steward,3,0
23235,Staff,1,0
23235,Volunteer Steward,3,1
23236,Land Steward,3,0
23236,Staff,1,0
23236,Volunteer Steward,3,1
23237,Land Steward,3,0
23237,Staff,1,1
23237,Volunteer Steward,3,0
23238,Land Steward,3,0
23238,Staff,1,0
23238,Volunteer Steward,3,3
23239,Driver - Regular,1,1
23239,Land Steward,3,0
23239,Staff,1,0
23239,Volunteer Steward,3,0
23240,Land Steward,3,1
23240,Staff,1,0
23240,Volunteer Steward,3,0
23317,Land Steward,3,2
23317,Staff,1,0
23317,Volunteer Steward,3,0
23318,Land Steward,3,1
23318,Staff,1,0
23318,Volunteer Steward,1,1
23320,Land Steward,3,2
23320,Staff,1,0
23320,Volunteer Steward,3,2
23322,Land Steward,1,0
23322,Staff,1,0
23322,Volunteer Steward,1,1
23325,Land Steward,3,3
23325,Staff,1,0
23325,Volunteer Steward,3,2
23326,Land Steward,3,0
23326,Staff,1,0
23326,Volunteer Steward,3,2
23327,Land Steward,3,2
23327,Staff,1,0
23327,Volunteer Steward,3,0
23328,Camera Trap,2,2
23331,Land Steward,3,0
23331,Staff,1,0
23331,Volunteer Steward,3,0
23333,Staff,1,0
23333,Trail Guide,5,2
23333,Trainee,2,0
23339,Staff,1,0
23339,Trail Guide,4,2
23339,Trainee,2,0
23351,Trainee,2,1
23351,Volunteer Steward,3,1
23352,Trainee,2,0
23352,Volunteer Steward,3,1
23353,Trainee,2,0
23353,Volunteer Steward,3,2
23354,Trainee,2,1
23354,Volunteer Steward,5,2
23355,Farm Steward,4,0
23355,Trainee,2,0
23355,Volunteer Steward,2,1
23356,Trainee,2,1
23356,Volunteer Steward,5,2
23357,Trainee,2,0
23357,Volunteer Steward,5,3
23358,Trainee,2,0
23358,Volunteer Steward,5,3
23359,Trainee,2,0
23359,Volunteer Steward,5,4
23360,Trainee,2,1
23360,Volunteer Steward,5,1
23361,Trainee,2,0
23361,Volunteer Steward,5,4
23362,Trainee,2,1
23362,Volunteer Steward,5,2
23363,Volunteer Steward,1,1
23417,Staff,1,0
23417,Trail Guide,3,1
23417,Trainee,2,1
23420,Staff,1,0
23420,Trail Guide,3,2
23420,Trainee,2,0
23421,Staff,1,0
23421,Trail Guide,3,2
23421,Trainee,2,0
23422,Staff,1,0
23422,Trail Guide,3,2
23422,Trainee,2,0
23439,Trainee,2,0
23439,Volunteer Steward,2,1
23440,Trainee,1,1
23440,Volunteer Steward,3,3
23441,Trainee,1,1
23441,Volunteer Steward,2,1
23442,Trainee,1,1
23442,Volunteer Steward,1,1
23443,Trainee,1,1
23443,Volunteer Steward,2,1
23444,Trainee,1,0
23444,Volunteer Steward,2,1
23445,Trainee,0,0
23445,Volunteer Steward,1,1
23447,Trainee,1,0
23447,Volunteer Steward,2,2
23448,Trainee,1,0
23448,Volunteer Steward,2,1
23449,Farm Steward,2,0
23449,Volunteer Steward,2,2
23450,Trainee,2,2
23450,Volunteer Steward,1,1
23451,Trainee,0,0
23451,Volunteer Steward,2,2
23452,NULL,0,0
23452,Staff,1,1
23452,Trainee,13,9
23453,Staff,1,1
23453,Trainee,13,13
23453,Volunteer Steward,0,0
23454,Staff,1,0
23454,Trail Guide,3,2
23454,Trainee,2,1
23455,Staff,1,0
23455,Trail Guide,3,2
23455,Trainee,2,0
23456,Staff,1,0
23456,Trail Guide,3,3
23456,Trainee,2,0
23458,Staff,1,0
